2023,Christopher,,Klebanoff,['Memorial Sloan Kettering Cancer Center'],"['Experimental Therapeutics', 'Gene Transfer/Gene Therapy', 'Immunology', 'Medical Oncology']",,['ASCI']
2023,Joanna,,Klubo-Gwiezdzinska,"['NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)']",['Internal Medicine'],,['ASCI']
2023,Dennis,,Ko,['Duke University School of Medicine'],['Genetics'],,['ASCI']
2023,Rafael,,Kramann,['RWTH Aachen University Medical School'],['Nephrology'],,['ASCI']
2023,Melanie,,Königshoff,['University of Pittsburgh School of Medicine'],['Pulmonology'],,['ASCI']
2023,Daniela,,Ladner,['Northwestern University Feinberg School of Medicine'],"['Clinical research', 'Epidemiology', 'Health care disparities', 'Surgery', 'Transplantation']",,['ASCI']
2023,Adam,,Lauring,['University of Michigan Medical School'],['Infectious Disease'],,['ASCI']
2023,Thuy,,Le,['Duke University School of Medicine'],"['Clinical research', 'Clinical trials', 'Epidemiology', 'HIV', 'Infectious Disease', 'Microbiology', 'Tropical Medicine']",,['ASCI']
2023,Krista,,Lentine,['St. Louis University School of Medicine'],"['Nephrology', 'Transplantation']",,['ASCI']
2023,Thomas,,Leung,['University of Pennsylvania Perelman School of Medicine'],['Dermatology'],,['ASCI']
2023,Josh,,Levitsky,['Northwestern University Feinberg School of Medicine'],"['Clinical research', 'Clinical trials', 'Gastroenterology', 'Genomics', 'Hepatology', 'Immunology', 'Internal Medicine', 'Translational Medicine', 'Transplantation']",,['ASCI']
2023,Huiping,,Liu,['Northwestern University Feinberg School of Medicine'],['Cancer biology'],,['ASCI']
2023,James,,Lo,['Weill Cornell Medicine'],['Cardiovascular Disease'],,['ASCI']
2023,Anirban,,Maitra,['University of Texas MD Anderson Cancer Center'],['Pathology'],,['ASCI']
2023,Harmeet,,Malhi,['Mayo Clinic'],['Gastroenterology'],,['ASCI']
2023,Sandeep,,Mallipattu,['Renaissance School of Medicine at Stony Brook University'],['Nephrology'],,['ASCI']
2023,David,,McFadden,['University of Texas Southwestern Medical Center'],['Internal Medicine'],,['ASCI']
2023,Heather,,Mefford,"[""St. Jude Children's Research Hospital""]",['Genetics'],,['ASCI']
2023,Edward,,Miao,['Duke University School of Medicine'],"['Immunology', 'Infectious Disease', 'Microbiology']",,['ASCI']
2023,Supriya,,Mohile,['University of Rochester School of Medicine & Dentistry'],"['Geriatrics', 'Medical Oncology']",,['ASCI']
2023,Adam,,Mor,['Columbia University Vagelos College of Physicians and Surgeons'],"['Immunology', 'Internal Medicine', 'Rheumatology']",,['ASCI']
2023,Saman,,Nazarian,['University of Pennsylvania Perelman School of Medicine'],['Cardiovascular Medicine'],,['ASCI']
2023,Matthew,,Neal,['University of Pittsburgh School of Medicine'],['Surgery'],,['ASCI']
2023,Rahmi,,Oklu,['Mayo Clinic'],"['Biomedical Engineering', 'Experimental Therapeutics', 'Hepatology', 'Radiology', 'Surgical oncology', 'Translational Medicine']",,['ASCI']
2023,Vishal,,Patel,['University of Texas Southwestern Medical Center'],"['Internal Medicine', 'Nephrology']",,['ASCI']
2023,Jonathan,,Piccini,['Duke University School of Medicine'],['Cardiovascular Disease'],,['ASCI']
2023,Nira,,Pollock,"[""Harvard Medical School, Boston Children's Hospital""]",['Infectious Disease'],,['ASCI']
2023,Tiffany,,Powell-Wiley,"['NIH, National Heart, Lung, and Blood Institute (NHLBI)']",['Internal Medicine'],,['ASCI']
2023,Stacey,,Rentschler,['Washington University School of Medicine in St. Louis'],['Medicine'],,['ASCI']
2023,Katy,,Rezvani,['University of Texas MD Anderson Cancer Center'],['Oncology'],,['ASCI']
2023,Todd,,Ridky,['University of Pennsylvania Perelman School of Medicine'],['Dermatology'],,['ASCI']
2023,Aylin,,Rodan,['University of Utah School of Medicine'],"['Internal Medicine', 'Nephrology']",,['ASCI']
2023,Lisa,,Roth,['Weill Cornell Medicine'],['Pediatrics'],,['ASCI']
2023,Marco,,Ruella,['University of Pennsylvania Perelman School of Medicine'],['Hematology'],,['ASCI']
2023,Rajan,,Sah,['Washington University School of Medicine in St. Louis'],['Internal Medicine'],,['ASCI']
2023,Joshua,,Schiffer,['Fred Hutchinson Cancer Center'],['Internal Medicine'],,['ASCI']
2023,Eric,,Schmidt,"['Harvard Medical School, Massachusetts General Hospital']","['Critical Care Medicine', 'Pulmonology']",,['ASCI']
2023,Sonja,,Scholz,"['NIH, National Institute of Neurological Disorders and Stroke (NINDS)']",['Neurology'],,['ASCI']
2023,Wesley,,Self,['Vanderbilt University School of Medicine'],['Emergency Medicine'],,['ASCI']
2023,Cyndya,,Shibao,['Vanderbilt University School of Medicine'],['Clinical research'],,['ASCI']
2023,Amit,,Singal,['University of Texas Southwestern Medical Center'],['Internal Medicine'],,['ASCI']
2023,Rajat,,Singh,"['University of California, Los Angeles, David Geffen School of Medicine']",['Gastroenterology'],,['ASCI']
2023,Laura,,Su,['University of Pennsylvania Perelman School of Medicine'],['Medicine'],,['ASCI']
2023,Jennifer,,Sun,"['Harvard Medical School, Joslin Diabetes Center']",['Ophthalmology'],,['ASCI']
2023,Andrew,,Tai,['University of Michigan Medical School'],"['Cell Biology', 'Gastroenterology', 'Hepatology', 'Internal Medicine', 'Microbiology', 'Molecular Biology', 'Virology']",,['ASCI']
2023,Hussein,,Tawbi,['University of Texas MD Anderson Cancer Center'],['Oncology'],,['ASCI']
2023,Barbara,,Trautner,['Baylor College of Medicine'],['Internal Medicine'],,['ASCI']
2023,Andrew,,Wang,['Yale School of Medicine'],['Rheumatology'],,['ASCI']
2023,David,,Wellman,"['Harvard Medical School, Brigham & Women’s Hospital']",['Internal Medicine'],,['ASCI']
2023,Duane,,Wesemann,['Harvard Medical School'],['Immunology'],,['ASCI']
2023,L.,,Williams,['Henry Ford Hospital'],['Internal Medicine'],,['ASCI']
2023,Matthew,,Wilson,['Vanderbilt University School of Medicine'],['Medicine'],,['ASCI']
2023,Laura,,Wood,['Johns Hopkins University School of Medicine'],['Pathology'],,['ASCI']
2023,Gregory,,Wu,['Washington University School of Medicine in St. Louis'],"['Immunology', 'Neurology', 'Neuroscience']",,['ASCI']
2023,David,,Yu,['Emory University School of Medicine'],['Radiation Oncology'],,['ASCI']
2023,Amir,,Zarrinpar,"['University of California, San Diego, School of Medicine']","['Experimental Therapeutics', 'Gastroenterology', 'Hepatology', 'Obesity']",,['ASCI']
2023,Shen-Ying,,Zhang,['The Rockefeller University'],['Infectious Disease'],,['ASCI']
2023,Elad,,Ziv,"['University of California, San Francisco, School of Medicine']",['Internal Medicine'],,['ASCI']
2023,Huda,,Zoghbi,['Baylor College of Medicine'],"['Genetics', 'Neuroscience']",,['ASCI']
2023,Behdad,,Khoshkbijari,"['NIH, National Institute of Diabetes and Digestive and Kidney Diseases (NIDDK)']",['Nephrology'],,['ASCI']
